127.0.0.1 - - [06/Apr/2019:20:27:25 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=5.1.1 HTTP/1.0" 200 109102 "http://pkoutsoukalisme.local/wp-admin/themes.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [06/Apr/2019:20:27:25 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,thickbox,underscore,backbone,wp-util,wp-backbone,wp-a11y,customize-base,theme,updates,svg-painter&ver=5.1.1 HTTP/1.0" 200 156161 "http://pkoutsoukalisme.local/wp-admin/themes.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [06/Apr/2019:20:27:25 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.1.1 HTTP/1.0" 200 339095 "http://pkoutsoukalisme.local/wp-admin/themes.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [06/Apr/2019:20:27:30 +0000] "GET /wp-admin/themes.php?action=activate&stylesheet=understrap&_wpnonce=aafcc4a90c HTTP/1.0" 302 0 "http://pkoutsoukalisme.local/wp-admin/themes.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [06/Apr/2019:20:27:30 +0000] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 200 46893 "http://pkoutsoukalisme.local/wp-admin/themes.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [06/Apr/2019:20:28:31 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/themes.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [06/Apr/2019:20:30:32 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/themes.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [06/Apr/2019:20:32:32 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/themes.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [06/Apr/2019:20:34:09 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/themes.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [06/Apr/2019:20:34:47 +0000] "GET / HTTP/1.0" 200 17746 "http://pkoutsoukalisme.local/wp-admin/themes.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [06/Apr/2019:20:37:04 +0000] "GET / HTTP/1.0" 200 17746 "http://pkoutsoukalisme.local/wp-admin/themes.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [06/Apr/2019:20:41:52 +0000] "GET /wp-content/themes/understrap/css/theme.min.css.map HTTP/1.0" 200 644461 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:45:06 +0000] "POST /wp-cron.php?doing_wp_cron=1554785106.3072040081024169921875 HTTP/1.0" 200 0 "http://pkoutsoukalisme.local/wp-cron.php?doing_wp_cron=1554785106.3072040081024169921875" "WordPress/5.1.1; http://pkoutsoukalisme.local"
127.0.0.1 - - [09/Apr/2019:04:45:11 +0000] "GET /wp-admin HTTP/1.0" 301 178 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:45:11 +0000] "GET /wp-admin/ HTTP/1.0" 200 56431 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:45:12 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=5.1.1 HTTP/1.0" 200 109102 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:45:12 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,thickbox,plugin-install,updates,shortc&load%5B%5D=ode,media-upload,svg-painter&ver=5.1.1 HTTP/1.0" 200 201345 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:45:12 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.1.1 HTTP/1.0" 200 339095 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:45:13 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:45:13 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 1342 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:45:15 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 200 756 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:46:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:48:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:49:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:50:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:51:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:52:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:53:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:54:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:55:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:57:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
127.0.0.1 - - [09/Apr/2019:04:59:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://pkoutsoukalisme.local/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:66.0) Gecko/20100101 Firefox/66.0"
